序号,标题,分类路径,主要描述,网址
"743","How to Add a Quick Access Entry for Docker Containers Using Host Network Mode?","Application Guide > Docker > FAQ > How to Add a Quick Access Entry for Docker Containers Using Host Network Mode?","Issue DescriptionWhen deploying containers using Docker Compose or similar Docker projects, the system typically identifies access ports via the ports field and automatically displays service entry po...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc0MyIsICJjbGllbnRUeXBlIjogIiJ9"
"487","How to Correctly Represent Volumes Mount Paths in the Docker Compose Configuration File?","Application Guide > Docker > FAQ > How to Correctly Represent Volumes Mount Paths in the Docker Compose Configuration File?","Problem DescriptionWhen configuring the Docker docker-compose.yml file, it is necessary to mount the data directory inside the container to a local folder on the NAS for data persistence. However, som...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ4NyIsICJjbGllbnRUeXBlIjogIiJ9"
"369","How to Obtain PUID and PGID？","Application Guide > Docker > FAQ > How to Obtain PUID and PGID？","When using UGREEN NAS (UGOS Pro), configuring PUID (User ID) and PGID (Group ID) is crucial to ensure that Docker containers can correctly access and manage the file system. PUID and PGID are identifi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM2OSIsICJjbGllbnRUeXBlIjogIiJ9"
"579","How to update container applications in the UGOS Pro system?","Application Guide > Docker > FAQ > How to update container applications in the UGOS Pro system?","Problem DescriptionThe UGOS Pro system has introduced a container application feature. However, users have found that these container applications cannot be manually updated using traditional Docker t...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU3OSIsICJjbGllbnRUeXBlIjogIiJ9"
"735","List of Third-Party Container Apps Supporting Remote Access","Application Guide > Docker > FAQ > List of Third-Party Container Apps Supporting Remote Access","The following is a list of third-party container applications that support the remote access feature on UGREEN NAS. Users can remotely access the management interfaces of these container apps via web ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjczNSIsICJjbGllbnRUeXBlIjogIiJ9"
"715","Set up Docker container desktop shortcuts and enable remote access functionality","Application Guide > Docker > FAQ > Set up Docker container desktop shortcuts and enable remote access functionality","The content and screenshots in this article are based on:UGOS Pro system firmware version 1.6.0.2890,Docker version 1.6.0.0663.Interface and features may vary across firmware versions. Please refer to...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcxNSIsICJjbGllbnRUeXBlIjogIiJ9"
"397","Solution for Docker Service Running Abnormally","Application Guide > Docker > FAQ > Solution for Docker Service Running Abnormally","Problem DescriptionAfter enabling Docker, the running status displays ""Docker service is running abnormally."" Try to uninstall and reinstall the Docker application or restart the device have failed to...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM5NyIsICJjbGllbnRUeXBlIjogIiJ9"
"561","Why does text get lost when typing in the Firefox browser?","Application Guide > Docker > FAQ > Why does text get lost when typing in the Firefox browser?","Issue Description:When typing text in input fields in the Firefox browser, some characters may occasionally go missing, disrupting normal input.Cause Analysis:1. Input Method Switching Issue:When usin...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU2MSIsICJjbGllbnRUeXBlIjogIiJ9"
"484","[FAQ] Baserow created using a Docker project (Compose) runs normally, but the container automatically shuts down after creation","Application Guide > Docker > FAQ > [FAQ] Baserow created using a Docker project (Compose) runs normally, but the container automatically shuts down after creation","[Issue Description]When creating a Baserow instance using Compose, it runs normally. However, if you pull the image directly via Docker and create a container, the container will automatically shut do...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ4NCIsICJjbGllbnRUeXBlIjogIiJ9"
"453","[FAQ] Docker Image Acceleration Address Recommendations","Application Guide > Docker > FAQ > [FAQ] Docker Image Acceleration Address Recommendations","To improve the speed of pulling Docker images, you can use some mirror acceleration sources. These acceleration sources help you obtain the required images from Docker Hub more quickly through proxy o...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ1MyIsICJjbGllbnRUeXBlIjogIiJ9"
"461","[FAQ] Docker Network Modes and Their Applications: Bridge, Host, and Macvlan","Application Guide > Docker > FAQ > [FAQ] Docker Network Modes and Their Applications: Bridge, Host, and Macvlan","Docker provides multiple network modes for containers, allowing users to configure container network environments based on different needs. Among them, Bridge, Host, and Macvlan are the three most com...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ2MSIsICJjbGllbnRUeXBlIjogIiJ9"
"560","[FAQ] How Does Adding a Network Proxy in Firefox Affect Access to Devices on the Local Network?","Application Guide > Docker > FAQ > [FAQ] How Does Adding a Network Proxy in Firefox Affect Access to Devices on the Local Network?","When the network proxy feature is enabled, all browser network requests are routed through the proxy server. While this can help with privacy protection and access across regions, it also alters the a...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU2MCIsICJjbGllbnRUeXBlIjogIiJ9"
"390","[FAQ] What Preparations Are Needed Before Installing an Image Container Using the Docker Panel?","Application Guide > Docker > FAQ > [FAQ] What Preparations Are Needed Before Installing an Image Container Using the Docker Panel?","Q: What do I need to prepare before starting to install a container using the Docker panel?A: Before installing a container using the UGOS Pro Docker panel, you need to create the required storage fol...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM5MCIsICJjbGllbnRUeXBlIjogIiJ9"
"356","[FAQ] What should you do if the container cannot access the mapped folders and files or encounters an error like ""Permission denied"" or ""Access denied"" when downloading?","Application Guide > Docker > FAQ > [FAQ] What should you do if the container cannot access the mapped folders and files or encounters an error like ""Permission denied"" or ""Access denied"" when downloading?","[Issue Description]If your container is unable to access the mapped folders and files on UGOS Pro or encounters errors during downloading, and you see ""Permission denied,"" ""File error alert,"" or simil...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM1NiIsICJjbGllbnRUeXBlIjogIiJ9"
"548","[FAQ] Why is pulling images still slow even after using a mirror acceleration address or registry mirror?","Application Guide > Docker > FAQ > [FAQ] Why is pulling images still slow even after using a mirror acceleration address or registry mirror?","Problem AnalysisEven after configuring mirror acceleration addresses or registry mirrors, the image pull speed may still be affected by the following factors:Server Load: The registry mirror servers m...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU0OCIsICJjbGllbnRUeXBlIjogIiJ9"
"290","Image","Application Guide > Docker > Image","Application Notes: This document applies to UGOS Pro firmware version 1.7.0.3056. The screenshots provided are for reference only; the actual interface may vary slightly depending on the system or app...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjI5MCIsICJjbGllbnRUeXBlIjogIiJ9"
"411","Project","Application Guide > Docker > Project","In the Docker application, a ""Project"" is a collection of applications based on Docker Compose technology. Unlike managing individual containers separately, a Project allows you to define and run a se...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQxMSIsICJjbGllbnRUeXBlIjogIiJ9"
"183","Download Center","Application Guide > Downloads > Download Center","The ""Downloads"" in the UGOS Pro system is an efficient and practical download management tool that supports multiple protocols and download methods, enabling users to conveniently manage various file ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjE4MyIsICJjbGllbnRUeXBlIjogIiJ9"
"316","File Version Explorer","Application Guide > File Version Explorer > File Version Explorer","""File Version Explorer"" provides version management and recovery capabilities for folders, enabling administrators to efficiently track and restore file states at different points in time, thereby ens...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjMxNiIsICJjbGllbnRUeXBlIjogIiJ9"
"146","Basic File Operations","Application Guide > Files > Basic File Operations","Applicable Version: UGOS Pro 1.11.0.0002 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some features...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjE0NiIsICJjbGllbnRUeXBlIjogIiJ9"
"139","Create New Folder","Application Guide > Files > Create New Folder","Before using the ""Files"" application, please ensure that a volume has been created.If no volume exists on the device, the application will display the following message upon entry: ""No volumes availab...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjEzOSIsICJjbGllbnRUeXBlIjogIiJ9"
"156","Document collection management","Application Guide > Files > Document collection management","Create a File RequestTo allow others to upload files to your Ugreen NAS:Select a target folder for storing the collected files.Right-click and select ""Request Files"" from the context menu.Fill in the ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjE1NiIsICJjbGllbnRUeXBlIjogIiJ9"
"832","How Parent Folder Permissions Affect Subfolders and Files","Application Guide > Files > FAQ > How Parent Folder Permissions Affect Subfolders and Files","Applicable Note: This document applies to UGOS Pro 1.15.0.0114 and later. Screenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or applicatio...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgzMiIsICJjbGllbnRUeXBlIjogIiJ9"
"452","How to Batch Rename Files and Folders in Files?","Application Guide > Files > FAQ > How to Batch Rename Files and Folders in Files?","In the Files app of UGREEN NAS's UGOS Pro system, you can batch rename files and folders in multiple ways, significantly improving your work efficiency. Below are the detailed steps and answers to com...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ1MiIsICJjbGllbnRUeXBlIjogIiJ9"
"604","How to Enable and Manage Personal Folders for Enhanced Data Privacy Protection","Application Guide > Files > FAQ > How to Enable and Manage Personal Folders for Enhanced Data Privacy Protection","A Personal Folder is a private space for users to store their files. Only the user and administrators can access these files; other standard users cannot. Once enabled, users can easily manage their f...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYwNCIsICJjbGllbnRUeXBlIjogIiJ9"
"730","How to Quickly Grant Shared Folder Management Permissions to a NAS Account","Application Guide > Files > FAQ > How to Quickly Grant Shared Folder Management Permissions to a NAS Account","Applicable Version: UGOS Pro 1.15.0.0114 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some features...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjczMCIsICJjbGllbnRUeXBlIjogIiJ9"
"518","How to Set ""Read & Write"", ""Read only"", and ""Deny access"" Permissions for Shared Folders in Files When Multiple Users Use NAS","Application Guide > Files > FAQ > How to Set ""Read & Write"", ""Read only"", and ""Deny access"" Permissions for Shared Folders in Files When Multiple Users Use NAS","Applicable Version: UGOS Pro 1.15.0.0114 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some features...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUxOCIsICJjbGllbnRUeXBlIjogIiJ9"
"425","How to Share and Collect Files by ""Files""?","Application Guide > Files > FAQ > How to Share and Collect Files by ""Files""?","In the UGOS Pro ""Files"", you can set up file sharing and file collection through UGREENlink, sharing files with other UGOS Pro users and non-UGOS Pro users. This article will provide a detailed introd...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQyNSIsICJjbGllbnRUeXBlIjogIiJ9"
"668","How to View the Storage Usage of General Users (Sub-Accounts)","Application Guide > Files > FAQ > How to View the Storage Usage of General Users (Sub-Accounts)","If you want to check the storage usage of a general user (sub-account) on UGREEN NAS, follow the steps below:Log in to the UGREEN NAS with an administrator account；Open the “Files” application；In the ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY2OCIsICJjbGllbnRUeXBlIjogIiJ9"
